"frameCount";"StaticqueueDensity";"currentNoOfBlobs"
"573";"12";"0"
"574";"12";"0"
"575";"11";"1"
"576";"11";"1"
"577";"12";"0"
"578";"12";"0"
"579";"12";"0"
"580";"12";"0"
"581";"11";"1"
"582";"11";"1"
"583";"12";"0"
"584";"11";"1"
"585";"12";"0"
"586";"12";"0"
"587";"12";"0"
"588";"12";"0"
"589";"12";"0"
"590";"11";"1"
"591";"10";"2"
"592";"12";"0"
"593";"12";"0"
"594";"12";"0"
"595";"11";"1"
"596";"10";"2"
"597";"12";"0"
"598";"12";"0"
"599";"12";"0"
"600";"12";"0"
"601";"12";"0"
"602";"12";"0"
"603";"12";"0"
"604";"12";"0"
"605";"12";"0"
"606";"12";"0"
"607";"12";"0"
"608";"11";"1"
"609";"11";"1"
"610";"12";"0"
"611";"11";"1"
"612";"12";"0"
"613";"12";"0"
"614";"11";"1"
"615";"11";"1"
"616";"12";"0"
"617";"11";"1"
"618";"11";"1"
"619";"11";"1"
"620";"12";"0"
"621";"12";"0"
"622";"12";"0"
"623";"12";"0"
"624";"12";"0"
"625";"12";"0"
"626";"12";"0"
"627";"12";"0"
"628";"12";"0"
"629";"12";"0"
"630";"12";"0"
"631";"12";"0"
"632";"12";"0"
"633";"12";"0"
"634";"11";"1"
"635";"12";"0"
"636";"11";"1"
"637";"12";"0"
"638";"12";"0"
"639";"12";"0"
"640";"12";"0"
"641";"12";"0"
"642";"11";"1"
"643";"12";"0"
"644";"11";"1"
"645";"12";"0"
"646";"12";"0"
"647";"11";"1"
"648";"12";"0"
"649";"12";"0"
"650";"12";"0"
"651";"12";"0"
"652";"12";"0"
"653";"12";"0"
"654";"12";"0"
"655";"12";"0"
"656";"12";"0"
"657";"12";"0"
"658";"12";"0"
"659";"12";"0"
"660";"12";"0"
"661";"12";"0"
"662";"12";"0"
"663";"12";"0"
"664";"12";"0"
"665";"12";"0"
"666";"12";"0"
"667";"12";"0"
"668";"12";"0"
"669";"12";"0"
"670";"12";"0"
"671";"12";"0"
"672";"12";"0"
"673";"12";"0"
"674";"12";"0"
"675";"12";"0"
"676";"12";"0"
"677";"12";"0"
"678";"12";"0"
"679";"12";"0"
"680";"12";"0"
"681";"12";"0"
"682";"12";"0"
"683";"12";"0"
"684";"12";"0"
"685";"12";"0"
"686";"12";"0"
"687";"12";"0"
"688";"12";"0"
"689";"12";"0"
"690";"12";"0"
"691";"12";"0"
"692";"12";"0"
"693";"12";"0"
"694";"12";"0"
"695";"12";"0"
"696";"12";"0"
"697";"12";"0"
"698";"12";"0"
"699";"12";"0"
"700";"12";"0"
"701";"12";"0"
"702";"11";"1"
"703";"12";"0"
"704";"12";"0"
"705";"12";"0"
"706";"12";"0"
"707";"12";"0"
"708";"12";"0"
"709";"12";"0"
"710";"12";"0"
"711";"12";"0"
"712";"12";"0"
"713";"12";"0"
"714";"12";"0"
"715";"11";"1"
"716";"12";"0"
"717";"12";"0"
"718";"11";"1"
"719";"12";"0"
"720";"12";"0"
"721";"12";"0"
"722";"12";"0"
"723";"12";"0"
"724";"12";"0"
"725";"12";"0"
"726";"12";"0"
"727";"12";"0"
"728";"12";"0"
"729";"12";"0"
"730";"11";"1"
"731";"12";"0"
"732";"12";"0"
"733";"11";"1"
"734";"12";"0"
"735";"12";"0"
"736";"12";"0"
"737";"12";"0"
"738";"12";"0"
"739";"12";"0"
"740";"12";"0"
"741";"11";"1"
"742";"12";"0"
"743";"12";"0"
"744";"12";"0"
"745";"12";"0"
"746";"12";"0"
"747";"12";"0"
"748";"11";"1"
"749";"12";"0"
"750";"12";"0"
"751";"12";"0"
"752";"12";"0"
"753";"12";"0"
"754";"12";"0"
"755";"12";"0"
"756";"12";"0"
"757";"12";"0"
"758";"12";"0"
"759";"12";"0"
"760";"12";"0"
"761";"12";"0"
"762";"12";"0"
"763";"12";"0"
"764";"12";"0"
"765";"12";"0"
"766";"12";"0"
"767";"12";"0"
"768";"12";"0"
"769";"12";"0"
"770";"12";"0"
"771";"12";"0"
"772";"12";"0"
"773";"12";"0"
"774";"12";"0"
"775";"12";"0"
"776";"12";"0"
"777";"12";"0"
"778";"12";"0"
"779";"12";"0"
"780";"12";"0"
"781";"12";"0"
"782";"12";"0"
"783";"12";"0"
"784";"12";"0"
"785";"12";"0"
"786";"12";"0"
"787";"12";"0"
"788";"12";"0"
"789";"12";"0"
"790";"12";"0"
"791";"12";"0"
"792";"12";"0"
"793";"12";"0"
"794";"12";"0"
"795";"12";"0"
"796";"12";"0"
"797";"12";"0"
"798";"12";"0"
"799";"12";"0"
"800";"12";"0"
"801";"12";"0"
"802";"12";"0"
"803";"12";"0"
"804";"12";"0"
"805";"12";"0"
"806";"12";"0"
"807";"12";"0"
"808";"12";"0"
"809";"12";"0"
"810";"12";"0"
"811";"11";"1"
"812";"12";"0"
"813";"11";"1"
"814";"11";"1"
"815";"12";"0"
"816";"11";"1"
"817";"11";"1"
"818";"12";"0"
"819";"12";"0"
"820";"12";"0"
"821";"12";"0"
"822";"12";"0"
"823";"12";"0"
"824";"12";"0"
"825";"12";"0"
"826";"12";"0"
"827";"12";"0"
