"frameCount";"StaticqueueDensity";"currentNoOfBlobs"
"427";"2";"7"
"428";"1";"8"
"429";"1";"7"
"430";"1";"8"
"431";"1";"8"
"432";"1";"7"
"433";"0";"8"
"434";"0";"8"
"435";"0";"8"
"436";"0";"9"
"437";"1";"8"
"438";"1";"9"
"439";"0";"10"
"440";"0";"13"
"441";"6";"7"
"442";"3";"9"
"443";"3";"10"
"444";"6";"7"
"445";"5";"8"
"446";"5";"9"
"447";"7";"7"
"448";"7";"7"
"449";"7";"7"
"450";"10";"4"
"451";"6";"10"
"452";"8";"8"
"453";"13";"3"
"454";"8";"10"
"455";"8";"10"
"456";"15";"1"
"457";"12";"7"
"458";"10";"9"
"459";"15";"1"
"460";"12";"7"
"461";"14";"5"
"462";"15";"1"
"463";"12";"6"
"464";"14";"4"
"465";"15";"1"
"466";"14";"3"
"467";"15";"2"
"468";"15";"0"
"469";"14";"1"
"470";"14";"1"
"471";"15";"0"
"472";"14";"1"
"473";"14";"2"
"474";"15";"0"
"475";"14";"1"
"476";"14";"1"
"477";"15";"0"
"478";"15";"0"
"479";"15";"0"
"480";"15";"0"
"481";"15";"0"
"482";"15";"0"
"483";"15";"0"
"484";"15";"0"
"485";"15";"0"
"486";"15";"0"
"487";"15";"0"
"488";"15";"0"
"489";"15";"0"
"490";"15";"0"
"491";"15";"0"
"492";"15";"0"
"493";"15";"0"
"494";"15";"0"
"495";"15";"0"
"496";"15";"0"
"497";"15";"0"
"498";"15";"0"
"499";"15";"0"
"500";"15";"0"
"501";"15";"0"
"502";"15";"0"
"503";"15";"0"
"504";"15";"0"
"505";"15";"0"
"506";"15";"1"
"507";"15";"0"
"508";"15";"1"
"509";"15";"1"
"510";"15";"1"
"511";"15";"1"
"512";"15";"1"
"513";"15";"1"
"514";"15";"1"
"515";"14";"1"
"516";"14";"1"
"517";"13";"1"
"518";"13";"1"
"519";"13";"1"
"520";"12";"1"
"521";"12";"1"
"522";"12";"1"
"523";"11";"1"
"524";"11";"1"
"525";"10";"2"
"526";"11";"1"
"527";"11";"1"
"528";"10";"2"
"529";"11";"1"
"530";"11";"1"
"531";"10";"2"
"532";"10";"2"
"533";"11";"1"
"534";"11";"1"
"535";"10";"2"
"536";"9";"3"
"537";"11";"1"
"538";"9";"3"
"539";"9";"3"
"540";"12";"0"
"541";"9";"3"
"542";"9";"3"
"543";"11";"1"
"544";"11";"1"
"545";"11";"1"
"546";"11";"1"
"547";"11";"1"
"548";"10";"2"
"549";"11";"1"
"550";"11";"1"
"551";"10";"2"
"552";"12";"0"
"553";"11";"1"
"554";"11";"1"
"555";"12";"0"
"556";"12";"0"
"557";"12";"0"
"558";"12";"0"
"559";"12";"0"
"560";"11";"1"
"561";"12";"0"
"562";"12";"0"
"563";"12";"0"
"564";"12";"0"
"565";"12";"0"
"566";"12";"0"
"567";"12";"0"
"568";"12";"0"
"569";"12";"1"
"570";"12";"0"
"571";"12";"0"
"572";"11";"1"
"573";"12";"0"
"574";"12";"0"
"575";"11";"2"
"576";"13";"0"
"577";"13";"1"
"578";"13";"1"
"579";"13";"0"
"580";"13";"0"
"581";"13";"0"
"582";"13";"0"
"583";"13";"2"
"584";"13";"2"
"585";"13";"0"
"586";"13";"2"
"587";"13";"1"
"588";"13";"0"
"589";"13";"1"
"590";"13";"1"
"591";"13";"0"
"592";"13";"1"
"593";"13";"2"
"594";"13";"0"
"595";"13";"1"
"596";"13";"0"
"597";"13";"0"
"598";"13";"1"
"599";"13";"0"
"600";"13";"0"
"601";"13";"0"
"602";"13";"0"
"603";"13";"0"
"604";"13";"0"
"605";"13";"0"
"606";"13";"0"
"607";"13";"0"
"608";"13";"0"
"609";"13";"0"
"610";"13";"1"
"611";"13";"1"
"612";"13";"0"
"613";"12";"1"
"614";"12";"1"
"615";"12";"1"
"616";"12";"1"
"617";"12";"1"
"618";"13";"0"
"619";"12";"1"
"620";"12";"1"
"621";"13";"0"
"622";"13";"0"
"623";"13";"0"
"624";"13";"0"
"625";"12";"1"
"626";"13";"0"
"627";"13";"0"
"628";"13";"0"
"629";"13";"0"
"630";"13";"0"
"631";"13";"0"
"632";"13";"0"
"633";"13";"0"
"634";"13";"0"
"635";"13";"0"
"636";"13";"0"
"637";"13";"0"
"638";"13";"1"
"639";"13";"0"
"640";"13";"0"
"641";"12";"1"
"642";"13";"0"
"643";"13";"0"
"644";"13";"0"
"645";"13";"0"
"646";"13";"0"
"647";"13";"0"
"648";"13";"0"
"649";"13";"0"
"650";"13";"0"
"651";"13";"0"
"652";"13";"0"
"653";"13";"0"
"654";"13";"0"
"655";"13";"0"
"656";"13";"0"
"657";"13";"0"
"658";"13";"0"
"659";"13";"0"
"660";"13";"0"
"661";"13";"0"
"662";"13";"0"
"663";"13";"0"
"664";"13";"0"
"665";"13";"0"
"666";"12";"1"
"667";"13";"0"
"668";"13";"0"
"669";"13";"0"
"670";"13";"0"
"671";"13";"0"
"672";"13";"0"
"673";"13";"0"
"674";"13";"0"
"675";"13";"0"
"676";"13";"0"
"677";"13";"0"
"678";"13";"0"
"679";"13";"0"
"680";"13";"0"
"681";"13";"0"
"682";"13";"0"
"683";"13";"0"
"684";"13";"0"
"685";"13";"0"
"686";"13";"0"
"687";"13";"0"
"688";"13";"0"
"689";"13";"0"
"690";"13";"0"
"691";"13";"0"
"692";"13";"0"
"693";"13";"0"
"694";"13";"0"
"695";"13";"0"
"696";"13";"0"
"697";"13";"0"
"698";"13";"0"
"699";"13";"0"
"700";"13";"0"
"701";"13";"0"
"702";"13";"0"
"703";"13";"0"
"704";"13";"0"
"705";"13";"0"
"706";"13";"0"
"707";"13";"0"
"708";"13";"0"
"709";"13";"0"
"710";"13";"0"
"711";"13";"0"
"712";"13";"0"
"713";"13";"0"
"714";"13";"0"
"715";"13";"0"
"716";"13";"0"
"717";"13";"0"
"718";"13";"0"
"719";"13";"0"
"720";"13";"0"
"721";"13";"0"
"722";"13";"0"
"723";"13";"0"
"724";"13";"0"
"725";"13";"0"
"726";"13";"0"
"727";"13";"0"
"728";"13";"0"
"729";"13";"0"
"730";"13";"0"
"731";"13";"1"
"732";"13";"0"
"733";"13";"0"
"734";"13";"1"
"735";"13";"0"
"736";"13";"0"
"737";"13";"0"
"738";"13";"0"
"739";"13";"1"
"740";"13";"0"
"741";"13";"0"
"742";"13";"0"
"743";"13";"0"
"744";"13";"0"
"745";"13";"0"
"746";"13";"1"
"747";"13";"0"
"748";"13";"0"
"749";"13";"1"
"750";"13";"0"
"751";"13";"0"
"752";"13";"0"
"753";"13";"0"
"754";"13";"1"
"755";"13";"0"
"756";"13";"0"
"757";"13";"1"
"758";"13";"0"
"759";"13";"0"
"760";"13";"0"
"761";"13";"1"
"762";"13";"0"
"763";"13";"0"
"764";"13";"1"
"765";"13";"0"
"766";"13";"0"
"767";"13";"0"
"768";"13";"0"
"769";"13";"1"
"770";"13";"0"
"771";"13";"0"
"772";"13";"0"
"773";"13";"0"
"774";"13";"0"
"775";"13";"0"
"776";"13";"0"
"777";"13";"0"
"778";"13";"0"
"779";"13";"0"
"780";"13";"0"
"781";"13";"0"
"782";"13";"0"
"783";"13";"0"
"784";"13";"0"
"785";"13";"0"
"786";"13";"0"
"787";"13";"0"
"788";"13";"0"
"789";"13";"0"
"790";"13";"0"
"791";"13";"0"
"792";"13";"0"
"793";"13";"0"
"794";"13";"0"
"795";"13";"0"
"796";"13";"0"
"797";"13";"0"
"798";"13";"0"
"799";"13";"0"
"800";"13";"0"
"801";"13";"0"
"802";"13";"0"
"803";"13";"0"
"804";"13";"0"
"805";"13";"0"
"806";"13";"0"
"807";"13";"0"
"808";"13";"0"
"809";"13";"0"
"810";"13";"0"
"811";"13";"0"
"812";"13";"0"
"813";"13";"0"
"814";"13";"0"
"815";"13";"0"
"816";"13";"0"
"817";"13";"0"
"818";"13";"0"
"819";"13";"0"
"820";"13";"0"
"821";"13";"0"
"822";"13";"0"
"823";"13";"0"
"824";"12";"1"
"825";"13";"0"
"826";"13";"0"
"827";"12";"1"
"828";"13";"0"
"829";"12";"1"
"830";"11";"2"
"831";"13";"0"
"832";"12";"1"
"833";"12";"1"
"834";"13";"0"
"835";"13";"0"
"836";"13";"0"
"837";"13";"0"
"838";"13";"0"
"839";"13";"0"
"840";"13";"0"
"841";"12";"1"
"842";"12";"1"
"843";"13";"0"
"844";"13";"0"
"845";"13";"0"
"846";"13";"0"
"847";"13";"0"
"848";"13";"0"
"849";"13";"0"
"850";"13";"0"
"851";"13";"0"
"852";"13";"0"
"853";"13";"0"
"854";"13";"0"
"855";"13";"0"
"856";"13";"0"
"857";"12";"1"
"858";"13";"0"
"859";"12";"1"
"860";"12";"1"
"861";"13";"0"
"862";"13";"0"
"863";"13";"0"
"864";"13";"0"
"865";"13";"0"
"866";"12";"1"
"867";"13";"0"
"868";"12";"1"
"869";"13";"0"
"870";"13";"0"
"871";"13";"0"
"872";"13";"0"
"873";"13";"0"
"874";"13";"0"
"875";"13";"0"
"876";"13";"0"
"877";"13";"0"
"878";"13";"0"
"879";"13";"0"
"880";"12";"2"
"881";"12";"1"
"882";"13";"0"
"883";"12";"1"
"884";"13";"0"
"885";"13";"0"
"886";"13";"0"
"887";"12";"1"
"888";"13";"0"
"889";"12";"1"
"890";"12";"1"
"891";"13";"0"
"892";"12";"1"
"893";"12";"1"
"894";"12";"1"
"895";"12";"1"
"896";"13";"0"
"897";"13";"0"
"898";"12";"1"
"899";"13";"0"
"900";"13";"0"
"901";"13";"0"
"902";"13";"0"
"903";"13";"0"
"904";"13";"0"
"905";"13";"0"
"906";"13";"0"
"907";"13";"0"
"908";"13";"0"
"909";"13";"0"
"910";"13";"0"
"911";"13";"0"
"912";"13";"0"
"913";"13";"0"
"914";"13";"0"
"915";"13";"0"
"916";"13";"0"
"917";"13";"0"
"918";"13";"0"
"919";"13";"0"
"920";"13";"0"
"921";"13";"0"
"922";"13";"0"
"923";"13";"0"
"924";"13";"0"
"925";"13";"0"
"926";"13";"0"
"927";"13";"0"
"928";"13";"0"
"929";"13";"0"
"930";"13";"0"
"931";"13";"0"
"932";"13";"0"
"933";"13";"0"
"934";"13";"0"
"935";"13";"0"
"936";"13";"0"
"937";"13";"0"
"938";"12";"1"
"939";"13";"0"
"940";"12";"1"
"941";"12";"1"
"942";"13";"0"
"943";"12";"1"
"944";"12";"1"
"945";"13";"0"
"946";"12";"1"
"947";"12";"1"
"948";"13";"0"
"949";"13";"0"
"950";"13";"0"
"951";"13";"0"
"952";"13";"0"
"953";"13";"0"
"954";"13";"0"
"955";"13";"0"
"956";"13";"0"
"957";"13";"0"
"958";"13";"0"
"959";"13";"0"
"960";"13";"0"
"961";"13";"0"
"962";"13";"0"
"963";"13";"0"
"964";"13";"0"
"965";"13";"0"
"966";"13";"0"
"967";"13";"0"
"968";"13";"0"
"969";"13";"0"
"970";"13";"0"
"971";"13";"0"
"972";"13";"0"
"973";"13";"0"
"974";"13";"0"
"975";"13";"0"
"976";"12";"1"
"977";"12";"1"
"978";"13";"0"
"979";"12";"1"
"980";"12";"1"
"981";"13";"0"
"982";"12";"1"
"983";"12";"1"
"984";"13";"0"
"985";"13";"0"
"986";"13";"0"
"987";"13";"0"
"988";"13";"0"
"989";"13";"0"
"990";"13";"0"
"991";"13";"0"
"992";"13";"0"
"993";"13";"0"
"994";"13";"0"
"995";"13";"0"
"996";"13";"0"
"997";"13";"0"
"998";"12";"1"
"999";"13";"0"
"1000";"13";"0"
"1001";"13";"0"
"1002";"13";"0"
"1003";"13";"0"
"1004";"13";"0"
"1005";"13";"0"
"1006";"13";"0"
"1007";"13";"0"
"1008";"13";"0"
"1009";"13";"0"
"1010";"13";"0"
"1011";"9";"4"
"1012";"12";"1"
"1013";"12";"1"
"1014";"12";"1"
"1015";"13";"0"
"1016";"13";"0"
"1017";"12";"1"
"1018";"11";"2"
"1019";"13";"0"
"1020";"11";"2"
"1021";"12";"1"
"1022";"13";"0"
"1023";"13";"0"
"1024";"13";"0"
"1025";"13";"0"
"1026";"11";"2"
"1027";"13";"0"
"1028";"13";"0"
"1029";"13";"0"
"1030";"13";"0"
"1031";"13";"0"
"1032";"13";"0"
"1033";"13";"0"
"1034";"13";"0"
"1035";"13";"0"
"1036";"13";"0"
"1037";"13";"0"
"1038";"13";"0"
"1039";"13";"0"
"1040";"13";"0"
"1041";"12";"1"
"1042";"11";"2"
"1043";"13";"0"
"1044";"11";"2"
"1045";"12";"1"
"1046";"13";"0"
"1047";"13";"0"
"1048";"13";"0"
"1049";"13";"0"
"1050";"12";"1"
"1051";"13";"0"
"1052";"13";"0"
"1053";"13";"0"
"1054";"13";"0"
"1055";"13";"0"
"1056";"12";"1"
"1057";"12";"1"
"1058";"13";"0"
"1059";"13";"0"
"1060";"13";"0"
"1061";"13";"0"
"1062";"13";"0"
"1063";"13";"0"
"1064";"13";"0"
"1065";"13";"0"
"1066";"13";"0"
"1067";"13";"0"
"1068";"13";"0"
"1069";"13";"0"
"1070";"13";"0"
"1071";"13";"0"
"1072";"13";"0"
"1073";"13";"0"
"1074";"13";"0"
"1075";"13";"0"
"1076";"13";"0"
"1077";"13";"0"
"1078";"13";"0"
"1079";"13";"0"
"1080";"13";"0"
"1081";"13";"0"
"1082";"13";"0"
"1083";"13";"0"
"1084";"13";"0"
"1085";"13";"0"
"1086";"13";"0"
"1087";"13";"0"
"1088";"13";"0"
"1089";"13";"0"
"1090";"13";"0"
"1091";"13";"0"
"1092";"13";"0"
"1093";"13";"0"
"1094";"13";"0"
"1095";"13";"0"
"1096";"12";"1"
"1097";"13";"0"
"1098";"12";"1"
"1099";"11";"2"
"1100";"12";"1"
"1101";"12";"1"
"1102";"13";"0"
"1103";"13";"0"
"1104";"13";"0"
"1105";"12";"1"
"1106";"13";"0"
"1107";"13";"0"
"1108";"13";"0"
"1109";"13";"0"
"1110";"13";"0"
"1111";"13";"0"
"1112";"13";"0"
"1113";"13";"0"
"1114";"13";"0"
"1115";"13";"0"
"1116";"13";"0"
"1117";"13";"0"
"1118";"13";"0"
"1119";"12";"2"
"1120";"13";"1"
"1121";"13";"1"
"1122";"13";"1"
"1123";"13";"1"
"1124";"13";"1"
"1125";"13";"2"
"1126";"13";"2"
"1127";"13";"1"
"1128";"12";"2"
"1129";"12";"2"
"1130";"14";"0"
"1131";"12";"4"
"1132";"13";"3"
"1133";"14";"2"
"1134";"13";"2"
"1135";"13";"2"
"1136";"13";"3"
"1137";"13";"2"
"1138";"14";"1"
"1139";"14";"2"
"1140";"14";"1"
"1141";"14";"1"
"1142";"14";"1"
"1143";"14";"2"
"1144";"14";"2"
"1145";"14";"2"
"1146";"14";"2"
"1147";"14";"2"
"1148";"14";"2"
"1149";"14";"1"
"1150";"13";"2"
"1151";"14";"1"
"1152";"13";"2"
"1153";"13";"2"
"1154";"14";"1"
"1155";"13";"2"
"1156";"12";"2"
"1157";"13";"1"
"1158";"11";"3"
"1159";"10";"4"
"1160";"11";"3"
"1161";"11";"3"
"1162";"11";"2"
"1163";"11";"3"
"1164";"11";"2"
"1165";"11";"2"
"1166";"12";"1"
"1167";"10";"3"
"1168";"10";"3"
"1169";"12";"1"
"1170";"11";"3"
"1171";"11";"2"
"1172";"13";"0"
"1173";"12";"2"
"1174";"12";"2"
"1175";"13";"1"
"1176";"10";"4"
"1177";"11";"3"
"1178";"14";"0"
"1179";"12";"3"
"1180";"12";"2"
"1181";"13";"1"
"1182";"12";"2"
"1183";"12";"2"
"1184";"13";"1"
"1185";"12";"2"
"1186";"12";"2"
"1187";"13";"1"
"1188";"12";"2"
"1189";"12";"2"
"1190";"14";"0"
"1191";"12";"2"
"1192";"13";"1"
"1193";"14";"0"
"1194";"13";"1"
"1195";"13";"1"
"1196";"13";"1"
"1197";"13";"1"
"1198";"13";"1"
"1199";"14";"0"
"1200";"13";"1"
"1201";"13";"1"
"1202";"14";"0"
"1203";"12";"2"
"1204";"13";"1"
"1205";"14";"0"
"1206";"13";"1"
"1207";"14";"0"
"1208";"14";"0"
"1209";"14";"0"
"1210";"14";"0"
"1211";"14";"0"
"1212";"14";"0"
"1213";"14";"0"
"1214";"14";"0"
"1215";"14";"0"
"1216";"14";"0"
"1217";"14";"0"
"1218";"14";"0"
"1219";"14";"0"
"1220";"14";"0"
"1221";"14";"0"
"1222";"14";"0"
"1223";"14";"0"
"1224";"14";"0"
"1225";"14";"0"
"1226";"14";"0"
"1227";"14";"1"
"1228";"14";"0"
"1229";"14";"0"
"1230";"14";"0"
"1231";"14";"0"
"1232";"14";"0"
"1233";"13";"1"
"1234";"13";"2"
"1235";"13";"1"
"1236";"12";"3"
"1237";"14";"1"
"1238";"15";"0"
"1239";"13";"3"
"1240";"14";"2"
"1241";"15";"0"
"1242";"14";"2"
"1243";"14";"2"
"1244";"15";"0"
"1245";"15";"2"
"1246";"15";"1"
"1247";"15";"0"
"1248";"14";"2"
"1249";"15";"1"
"1250";"15";"0"
"1251";"15";"0"
"1252";"14";"1"
"1253";"15";"0"
"1254";"15";"0"
"1255";"14";"1"
"1256";"15";"0"
"1257";"14";"1"
"1258";"14";"1"
"1259";"15";"0"
"1260";"14";"1"
"1261";"14";"1"
"1262";"15";"0"
"1263";"15";"0"
"1264";"15";"0"
"1265";"15";"0"
"1266";"14";"1"
"1267";"15";"0"
"1268";"15";"0"
"1269";"14";"1"
"1270";"14";"1"
"1271";"15";"0"
"1272";"14";"1"
"1273";"14";"1"
"1274";"15";"0"
"1275";"15";"0"
"1276";"14";"1"
"1277";"15";"0"
"1278";"13";"4"
"1279";"15";"2"
"1280";"15";"0"
"1281";"14";"1"
"1282";"14";"1"
"1283";"15";"0"
"1284";"14";"1"
"1285";"14";"2"
"1286";"15";"1"
"1287";"14";"2"
"1288";"14";"2"
"1289";"15";"0"
"1290";"14";"1"
"1291";"14";"1"
"1292";"14";"0"
"1293";"14";"0"
"1294";"13";"1"
"1295";"14";"0"
"1296";"12";"2"
"1297";"12";"2"
"1298";"13";"1"
"1299";"13";"1"
"1300";"13";"1"
"1301";"13";"1"
"1302";"12";"2"
"1303";"12";"2"
"1304";"14";"0"
"1305";"13";"2"
"1306";"15";"0"
"1307";"15";"0"
"1308";"14";"1"
"1309";"15";"0"
"1310";"15";"0"
"1311";"15";"1"
"1312";"15";"1"
"1313";"15";"0"
"1314";"15";"1"
"1315";"15";"1"
"1316";"15";"0"
"1317";"15";"1"
"1318";"15";"1"
"1319";"15";"0"
"1320";"15";"0"
"1321";"15";"0"
"1322";"15";"0"
"1323";"15";"0"
"1324";"14";"1"
"1325";"15";"0"
"1326";"14";"1"
"1327";"14";"1"
"1328";"14";"0"
"1329";"14";"0"
"1330";"14";"0"
"1331";"14";"0"
"1332";"14";"0"
"1333";"14";"0"
"1334";"14";"0"
"1335";"14";"0"
"1336";"14";"0"
"1337";"14";"0"
"1338";"14";"0"
"1339";"14";"0"
"1340";"14";"0"
"1341";"14";"0"
"1342";"14";"0"
"1343";"14";"0"
"1344";"14";"0"
"1345";"14";"0"
"1346";"14";"0"
"1347";"14";"0"
"1348";"14";"1"
"1349";"14";"0"
"1350";"14";"1"
"1351";"14";"1"
"1352";"14";"0"
"1353";"14";"1"
"1354";"14";"1"
"1355";"14";"0"
"1356";"13";"2"
"1357";"13";"2"
"1358";"14";"1"
